LAMMPS Description

1301 atoms
2 atom types
-17.03 19.1587 xlo xhi
-17.03 19.1587 ylo yhi
0.0000 13.5472 zlo zhi


Atoms

1 1 -17.030016 -17.030016 0.000000
2 1 -17.030016 -17.030016 3.010510
3 1 -17.030016 -17.030016 6.021020
4 1 -17.030016 -17.030016 9.031530
5 1 -17.030016 -17.030016 12.042040
6 1 -17.030016 -12.772512 0.000000
7 1 -17.030016 -12.772512 3.010510
8 1 -17.030016 -12.772512 6.021020
9 1 -17.030016 -12.772512 9.031530
10 1 -17.030016 -12.772512 12.042040
11 1 -17.030016 -8.515008 0.000000
12 1 -17.030016 -8.515008 3.010510
13 1 -17.030016 -8.515008 6.021020
14 1 -17.030016 -8.515008 9.031530
15 1 -17.030016 -8.515008 12.042040
16 1 -17.030016 -4.257504 0.000000
17 1 -17.030016 -4.257504 3.010510
18 1 -17.030016 -4.257504 6.021020
19 1 -17.030016 -4.257504 9.031530
20 1 -17.030016 -4.257504 12.042040
21 1 -17.030016 0.000000 0.000000
22 1 -17.030016 0.000000 3.010510
23 1 -17.030016 0.000000 6.021020
24 1 -17.030016 0.000000 9.031530
25 1 -17.030016 0.000000 12.042040
26 1 -17.030016 4.257504 0.000000
27 1 -17.030016 4.257504 3.010510
28 1 -17.030016 4.257504 6.021020
29 1 -17.030016 4.257504 9.031530
30 1 -17.030016 4.257504 12.042040
31 1 -17.030016 8.515008 0.000000
32 1 -17.030016 8.515008 3.010510
33 1 -17.030016 8.515008 6.021020
34 1 -17.030016 8.515008 9.031530
35 1 -17.030016 8.515008 12.042040
36 1 -17.030016 12.772512 0.000000
37 1 -17.030016 12.772512 3.010510
38 1 -17.030016 12.772512 6.021020
39 1 -17.030016 12.772512 9.031530
40 1 -17.030016 12.772512 12.042040
41 1 -17.030016 17.030016 0.000000
42 1 -17.030016 17.030016 3.010510
43 1 -17.030016 17.030016 6.021020
44 1 -17.030016 17.030016 9.031530
45 1 -17.030016 17.030016 12.042040
