LAMMPS Description

580 atoms
3 atom types
-48.42730 13.51500 xlo xhi
-8.51501 8.51501 ylo yhi
-6.02102 6.02102 zlo zhi


Atoms

1 1 -8.754660 -8.500120 -6.012220
2 1 -8.754660 -8.500120 -3.001710
3 1 -8.754660 -8.500120 0.008799
4 1 -8.754660 -8.500120 3.019310
5 1 -8.754820 -4.241990 -6.012220
6 1 -8.754820 -4.241990 -3.001710
7 1 -8.754820 -4.241990 0.008799
8 1 -8.754820 -4.241990 3.019310
9 1 -8.754660 0.014888 -6.012220
10 1 -8.754660 0.014888 -3.001710
11 1 -8.754660 0.014888 0.008799
12 1 -8.754660 0.014888 3.019310
13 1 -8.754820 4.273020 -6.012220
14 1 -8.754820 4.273020 -3.001710
15 1 -8.754820 4.273020 0.008799
16 1 -8.754820 4.273020 3.019310
17 1 -4.649570 -8.499670 -6.012590
18 1 -4.649570 -8.499670 -3.002080
19 1 -4.649570 -8.499670 0.008432
20 1 -4.649570 -8.499670 3.018940
21 1 -4.649290 -4.242440 -6.012590
22 1 -4.649290 -4.242440 -3.002080
23 1 -4.649290 -4.242440 0.008432
24 1 -4.649290 -4.242440 3.018940
25 1 -4.649570 0.015340 -6.012590
26 1 -4.649570 0.015340 -3.002080
27 1 -4.649570 0.015340 0.008432
28 1 -4.649570 0.015340 3.018940
29 1 -4.649290 4.272570 -6.012590
30 1 -4.649290 4.272570 -3.002080
31 1 -4.649290 4.272570 0.008432
32 1 -4.649290 4.272570 3.018940
33 1 -0.491223 -8.499790 -6.012380
34 1 -0.491223 -8.499790 -3.001870
35 1 -0.491223 -8.499790 0.008636
36 1 -0.491223 -8.499790 3.019150
37 1 -0.491274 -4.242620 -6.012380
38 1 -0.491274 -4.242620 -3.001870
39 1 -0.491274 -4.242620 0.008635
40 1 -0.491274 -4.242620 3.019150
41 1 -0.491223 0.015221 -6.012380
42 1 -0.491223 0.015221 -3.001870
43 1 -0.491223 0.015221 0.008636
44 1 -0.491223 0.015221 3.019150
45 1 -0.491274 4.272390 -6.012380
46 1 -0.491274 4.272390 -3.001870
47 1 -0.491274 4.272390 0.008635
48 1 -0.491274 4.272390 3.019150
49 1 3.622980 -8.500010 -6.012040
50 1 3.622980 -8.500010 -3.001530
51 1 3.622980 -8.500010 0.008977
52 1 3.622980 -8.500010 3.019490
53 1 3.623650 -4.242310 -6.012040
54 1 3.623650 -4.242310 -3.001530
55 1 3.623650 -4.242310 0.008976
56 1 3.623650 -4.242310 3.019490
57 1 3.622980 0.015005 -6.012040
58 1 3.622980 0.015005 -3.001530
59 1 3.622980 0.015005 0.008977
60 1 3.622980 0.015005 3.019490
